BEACON,DAS,ROPEN,RBALNO,LST_R_OPEN,RBAL,RLIMIT,TOPEN,TBALNO,MOF,RBAL_LIMIT,EQLIMIT,EQBAL,EQHIGHBAL,EQCURBAL,BCLIMIT,BCBAL,IHIGHBAL,ICURBAL,UNSECLIMIT,UNSECBAL,MTHIGHBAL,MTCURBAL,BCOPEN,YEARS_RES,CHILDREN,EST_INC,HOME_VALUE,HOME_INC,HOME_ED,PRCNT_WHIT,PRCNT_PROF,DOB_MONTH,DOB_YEAR,AGE_INFERR,SEX,MARRIED,BUYER<P>,BCBAL1,BCBAL2
716,366,3,2,25.0,2122.0,19362.0,3,2122.0,49,1,,,,,13800.0,0.0,,,2562.0,1919.0,66000.0,58643.0,,1.0,0,62499.5,122,55,140,97,40,,48.0,42,M,M,0,0.0,0.0
778,75,7,5,4.0,2151.0,22783.0,9,2383.0,147,0,,,47100.0,42242.0,21100.0,2047.0,26260.0,8892.0,,,22250.0,8660.0,,3.0,0,87499.5,88,48,120,99,35,,43.0,57,M,M,0,7.6246189861593985,60.0
753,307,2,2,20.0,3429.0,4215.0,3,22104.0,163,2,,,,,4215.0,3429.0,23043.0,18675.0,,,,,,9.0,0,62499.5,53,33,120,79,28,,,42,M,U,0,8.140315540159985,72.0
778,-61,3,2,36.0,2192.0,9193.0,3,2192.0,183,0,,,,,8971.0,2192.0,,,,,44650.0,43638.0,,1.0,0,62499.5,86,37,140,84,38,,47.0,42,U,U,0,7.693025748417888,62.0
777,-37,10,6,43.0,1291.0,24249.0,7,1291.0,217,0,,,,,16400.0,960.0,,,,,190000.0,172000.0,,3.0,1,87499.5,225,60,160,97,59,,49.0,42,M,M,0,6.8679744089702925,42.0
722,146,3,3,9.0,8353.0,10837.0,5,10736.0,216,2,,,,,6156.0,5390.0,12562.0,2383.0,3181.0,2600.0,31310.0,30374.0,,7.0,1,62499.5,64,26,120,84,26,,47.0,42,M,M,0,8.592486175451668,82.0
764,153,2,2,30.0,3431.0,14000.0,2,3431.0,178,0,,,,,14000.0,3431.0,,,,,,,,6.0,1,62499.5,88,46,140,94,40,,57.0,42,M,U,0,8.140898460607852,72.0
732,86,3,3,91.0,6544.0,19716.0,4,7632.0,178,1,,,,,4100.0,2138.0,1362.0,1088.0,9100.0,2595.0,,,,11.0,0,62499.5,57,23,120,84,17,,,42,M,U,0,7.668093709082406,61.0
778,-44,1,1,38.0,2506.0,9500.0,2,2506.0,253,0,,,,,9500.0,2506.0,,,,,51000.0,44336.0,,6.0,0,87499.5,99,55,140,97,36,,54.0,42,M,M,0,7.826842098158293,65.0
789,-1,3,1,27.0,900.0,16100.0,4,30775.0,205,0,,,,,6800.0,900.0,47361.0,29875.0,9300.0,0.0,73730.0,68152.0,,6.0,0,62499.5,82,42,140,79,35,,36.0,57,M,M,0,6.803505257608338,40.0
782,-52,2,2,99.0,1909.0,43140.0,3,1979.0,240,0,,,,,7500.0,1411.0,,,,,,,,8.0,0,87499.5,116,44,120,99,24,,,42,M,U,0,7.252762418053187,51.0
774,27,2,2,52.0,54.0,14984.0,3,9159.0,151,0,,,,,8000.0,35.0,23004.0,9105.0,,,,,,1.0,0,62499.5,51,31,120,98,27,,43.0,57,M,M,0,3.58351893845611,4.0
781,40,0,0,,,,0,,120,0,,,,,,,,,,,,,,15.0,0,62499.5,100,36,120,96,22,,57.0,42,M,M,0,,
746,204,2,1,15.0,479.0,13400.0,4,1697.0,169,0,,,,,13400.0,479.0,,,,,,,,3.0,0,42999.5,114,39,140,96,34,,62.0,35,M,U,0,6.173786103901937,27.0
771,41,1,1,64.0,100.0,573.0,3,15234.0,184,0,,,,,,,19005.0,15134.0,573.0,100.0,116000.0,104000.0,,3.0,1,62499.5,95,33,140,70,34,,57.0,42,M,U,0,,
758,46,1,1,99.0,2796.0,7500.0,2,2796.0,196,0,,,,,7500.0,2796.0,,,,,56500.0,52328.0,,8.0,1,62499.5,90,46,120,95,34,,61.0,35,M,M,0,7.936302693201959,67.0
765,168,2,2,13.0,743.0,5586.0,5,21305.0,161,0,,,,,1590.0,440.0,27364.0,20562.0,,,85600.0,77330.0,,6.0,0,87499.5,105,57,150,93,48,,54.0,42,M,M,0,6.089044875446846,26.0
736,22,1,1,42.0,816.0,2500.0,4,10581.0,118,0,,,,,,,20612.0,9765.0,,,51250.0,45380.0,,8.0,0,62499.5,84,38,120,98,27,,51.0,42,M,U,0,,
754,175,1,1,28.0,50.0,5000.0,3,7767.0,291,0,,,,,5000.0,50.0,13301.0,7717.0,,,140000.0,137000.0,,1.0,0,62499.5,130,46,120,97,37,,47.0,42,M,M,0,3.9318256327243257,5.0
782,153,0,0,,,,1,,107,0,,,,,,,,,,,86300.0,81561.0,,5.0,1,87499.5,109,47,150,91,51,,56.0,42,M,M,0,,
760,251,2,1,5.0,1675.0,7517.0,3,1683.0,2,1,,,,,2517.0,1675.0,,,5000.0,0.0,95000.0,92829.0,,2.0,0,62499.5,97,46,120,99,36,,60.0,35,F,U,0,7.424165281042028,55.0
703,233,2,2,27.0,16593.0,23000.0,9,82474.0,175,1,,,21420.0,8042.0,3000.0,955.0,88217.0,59735.0,20000.0,15638.0,,,,4.0,0,42999.5,60,26,120,87,15,,,42,M,M,0,6.862757913051401,42.0
761,52,8,5,7.0,3104.0,27479.0,7,16912.0,216,1,,,,,22400.0,2793.0,25793.0,13808.0,,,,,,3.0,0,62499.5,78,36,120,85,26,,,42,M,U,0,7.935229539816907,67.0
766,165,2,1,5.0,328.0,7624.0,3,378.0,38,0,,,,,5500.0,328.0,,,,,55688.0,50988.0,,9.0,1,42999.5,82,43,130,98,31,,55.0,42,M,U,0,5.796057750765372,21.0
731,175,2,2,16.0,21477.0,25600.0,3,21477.0,262,2,20000.0,18503.0,,,5600.0,2974.0,,,20000.0,18503.0,50000.0,47854.0,,10.0,1,62499.5,194,83,160,96,48,,48.0,42,M,M,0,7.99799931797973,69.0
770,17,3,2,11.0,3862.0,9589.0,3,3879.0,240,1,,,,,4657.0,3862.0,,,,,,,,15.0,0,62499.5,53,33,120,79,28,,,42,M,M,0,8.259199362666282,75.0
753,307,1,0,9.0,0.0,8000.0,4,11969.0,158,0,,,,,8000.0,0.0,14463.0,11964.0,,,41800.0,36690.0,,7.0,1,42999.5,93,46,140,87,34,,59.0,35,M,U,0,0.0,0.0
785,94,2,1,11.0,691.0,13000.0,2,691.0,145,0,,,,,13000.0,691.0,,,,,,,,14.0,0,42999.5,57,31,120,99,9,,50.0,42,M,M,0,6.539585955617669,35.0
763,335,2,1,18.0,8.0,5500.0,4,82802.0,216,0,,,,,,,29128.0,25814.0,500.0,8.0,,,,9.0,1,42999.5,84,46,120,99,24,,55.0,42,M,M,0,,
741,239,5,4,3.0,3775.0,26622.0,7,3854.0,152,0,,,,,26622.0,3775.0,,,0.0,0.0,60300.0,13709.0,,4.0,0,87499.5,105,57,150,93,48,,63.0,35,M,U,0,8.236420527265391,74.0
740,75,3,3,10.0,14109.0,15878.0,4,14109.0,189,3,,,,,4961.0,3966.0,13515.0,0.0,10917.0,10143.0,101000.0,94158.0,,3.0,0,62499.5,75,41,120,93,38,,31.0,57,M,U,0,8.28576542051433,76.0
781,131,1,1,99.0,2371.0,7500.0,2,2371.0,273,0,,,,,7500.0,2371.0,,,,,45000.0,43787.0,,2.0,0,62499.5,115,42,120,99,31,,,42,M,U,0,7.771488760117616,63.0
738,178,3,3,10.0,1717.0,8077.0,4,1717.0,126,1,,,,,7577.0,1316.0,,,500.0,401.0,83559.0,82677.0,,2.0,0,42999.5,74,44,120,98,32,,62.0,35,M,M,0,7.183111701743281,49.0
773,96,5,4,7.0,1165.0,46848.0,5,1165.0,135,0,25000.0,0.0,,,13500.0,816.0,,,1040.0,213.0,315000.0,271000.0,,4.0,1,42999.5,181,73,130,95,42,,46.0,42,M,M,0,6.705639094860003,38.0
728,146,2,1,30.0,1919.0,12000.0,3,34227.0,152,0,,,20754.0,10763.0,12000.0,1919.0,20754.0,10763.0,,,,,,4.0,0,87499.5,122,55,140,97,40,,60.0,35,M,M,0,7.560080465021827,59.0
729,206,5,4,13.0,8066.0,13773.0,5,8066.0,106,3,,,,,4500.0,2164.0,,,910.0,776.0,55300.0,53898.0,,5.0,1,62499.5,51,31,120,98,27,,64.0,35,M,M,0,7.68017564043659,61.0
783,125,1,1,69.0,71.0,1000.0,2,71.0,144,0,,,82000.0,79842.0,1000.0,71.0,,,,,,,,8.0,1,87499.5,156,37,120,97,33,,,42,M,M,0,4.276666119016055,7.0
789,23,3,1,6.0,2077.0,9533.0,2,28744.0,202,1,,,,,8493.0,2077.0,,,,,,,,15.0,0,62499.5,136,16,120,71,21,,,57,M,U,0,7.639161171659173,61.0
744,178,3,2,4.0,1674.0,6580.0,2,1674.0,86,0,,,,,5500.0,1674.0,20000.0,0.0,,,,,,3.0,0,42999.5,51,25,120,90,14,,,42,M,U,0,7.423568444259167,55.0
745,65,7,6,17.0,4094.0,15849.0,8,18124.0,275,2,,,,,11200.0,3903.0,20100.0,14030.0,2130.0,0.0,49000.0,45111.0,,12.0,1,87499.5,82,42,140,79,35,,50.0,42,M,U,0,8.269756947532983,75.0
709,276,4,3,27.0,11618.0,18893.0,5,12060.0,136,2,,,,,4800.0,4226.0,1896.0,442.0,12473.0,7392.0,111000.0,110000.0,,3.0,1,87499.5,100,59,140,85,52,,60.0,35,M,M,0,8.34924780056679,77.0
764,229,2,1,24.0,493.0,6350.0,2,493.0,79,0,,,,,4100.0,0.0,,,2250.0,493.0,43750.0,42108.0,,2.0,0,42999.5,63,33,140,60,50,,61.0,35,M,M,0,0.0,0.0
772,-19,3,2,31.0,4203.0,15374.0,3,4203.0,205,0,,,,,15000.0,4203.0,,,,,125000.0,121000.0,,3.0,1,87499.5,115,51,140,97,45,,58.0,42,M,M,0,8.343791731996841,77.0
725,159,3,3,6.0,3773.0,8217.0,4,3773.0,76,1,,,,,8217.0,3773.0,,,,,71900.0,70362.0,,1.0,0,42999.5,98,37,140,73,35,,,57,M,M,0,8.235890725928495,74.0
765,64,2,0,28.0,0.0,9900.0,0,0.0,202,0,,,,,,,,,9900.0,0.0,,,,7.0,0,62499.5,95,33,140,70,34,,55.0,42,M,U,0,,
750,81,11,5,15.0,5902.0,39861.0,10,16734.0,249,0,,,,,32411.0,5833.0,17648.0,7657.0,,,120000.0,117000.0,,0.0,0,87499.5,90,48,130,94,39,,,57,M,U,0,8.671458150427666,83.0
752,138,2,1,18.0,2380.0,9500.0,5,9723.0,239,0,,,,,,,10560.0,7336.0,9500.0,2380.0,87200.0,80976.0,,1.0,1,62499.5,94,52,140,98,38,,54.0,42,M,M,0,,
766,86,2,1,32.0,124.0,7764.0,3,7403.0,281,0,,,,,7500.0,124.0,10562.0,7279.0,,,66400.0,42357.0,,13.0,1,87499.5,91,50,140,91,37,,48.0,42,M,M,0,4.8283137373023015,10.0
735,352,6,4,9.0,5526.0,15525.0,7,26711.0,123,1,,,,,6000.0,1369.0,26301.0,21160.0,2160.0,2098.0,,,,4.0,1,87499.5,122,55,140,97,40,,57.0,42,M,M,0,7.222566018822171,50.0
747,-47,1,1,25.0,636.0,5000.0,2,4719.0,231,0,,,,,5000.0,636.0,8712.0,4083.0,,,,,,7.0,0,42999.5,53,30,120,94,32,,,42,U,U,0,6.456769655572163,33.0
779,-60,4,2,7.0,189.0,14741.0,3,618.0,182,0,,,,,12500.0,189.0,7607.0,429.0,,,,,,1.0,0,87499.5,95,56,140,85,43,,,42,M,U,0,5.247024072160486,14.0
788,-47,2,0,9.0,0.0,5013.0,0,0.0,240,0,,,,,1413.0,0.0,,,,,,,,7.0,0,62499.5,63,35,120,99,16,,31.0,57,M,M,0,0.0,0.0
754,175,7,4,6.0,1036.0,22714.0,5,1036.0,129,0,,,,,15200.0,620.0,,,,,55900.0,53729.0,,3.0,1,62499.5,72,38,120,98,23,,,42,M,M,0,6.431331081933479,32.0
767,-55,6,3,13.0,1111.0,22858.0,4,52421.0,126,0,,,,,13700.0,0.0,,,3708.0,1040.0,,,,6.0,0,62499.5,90,46,120,95,34,,30.0,57,M,M,0,0.0,0.0
723,154,7,6,3.0,4685.0,40961.0,9,15414.0,134,1,,,,,22300.0,2019.0,15000.0,10710.0,10000.0,102.0,57050.0,53712.0,,6.0,1,87499.5,128,45,140,96,33,,51.0,42,M,M,0,7.61085279039525,60.0
769,163,2,1,31.0,14.0,14400.0,3,9880.0,240,0,,,,,4900.0,14.0,14488.0,9866.0,9500.0,0.0,,,,15.0,0,42999.5,48,23,110,96,19,,,42,M,U,0,2.70805020110221,2.0
754,128,2,2,2.0,2956.0,15000.0,3,2956.0,235,1,,,,,,,,,,,63500.0,59304.0,,7.0,0,87499.5,88,48,120,99,35,,,42,M,U,0,,
713,429,5,3,11.0,12231.0,20083.0,4,21270.0,60,2,,,,,11255.0,7543.0,12761.0,9039.0,6500.0,4688.0,,,,1.0,0,62499.5,155,44,140,86,30,,67.0,35,F,U,0,8.928507824313293,87.0
751,175,5,4,4.0,1754.0,16680.0,7,2261.0,121,1,,,,,5000.0,33.0,1600.0,457.0,8962.0,1556.0,89000.0,83115.0,,5.0,0,87499.5,155,72,160,96,50,,47.0,42,M,U,0,3.5263605246161616,4.0
769,37,2,2,11.0,1171.0,21300.0,3,3927.0,162,0,,,,,21300.0,1171.0,4309.0,2756.0,,,,,,6.0,1,62499.5,46,28,120,92,18,,,42,M,U,0,7.066466970136958,47.0
732,238,3,2,12.0,5563.0,18812.0,3,5563.0,171,0,,,,,4012.0,1977.0,,,9800.0,3586.0,202000.0,199000.0,,2.0,0,87499.5,160,45,150,84,44,,58.0,42,M,M,0,7.589841512182657,59.0
758,15,2,2,20.0,2469.0,15000.0,2,2469.0,192,0,,,,,5000.0,310.0,,,10000.0,2159.0,,,,1.0,0,62499.5,91,47,130,98,38,,54.0,42,M,U,0,5.739792912179234,20.0
770,289,0,0,,,,2,22112.0,14,0,,,,,,,25075.0,21975.0,,,,,,12.0,0,42999.5,137,36,140,90,41,,45.0,42,F,U,0,,
748,181,1,1,3.0,23.0,38.0,3,4932.0,284,1,,,,,,,15000.0,4909.0,,,,,,15.0,0,62499.5,122,55,130,96,34,,,42,M,U,0,,
709,214,2,2,14.0,3148.0,4879.0,7,36748.0,285,2,,,79303.0,72730.0,4600.0,2930.0,60982.0,33600.0,,,,,,2.0,0,42999.5,95,45,120,98,31,,48.0,42,M,M,0,7.983098940710892,69.0
751,228,5,2,3.0,290.0,14404.0,2,290.0,84,0,,,,,9804.0,247.0,,,,,,,,2.0,0,42999.5,98,37,140,73,35,,,57,U,U,0,5.5134287461649825,17.0
741,175,3,2,23.0,7586.0,19400.0,4,7586.0,154,1,,,,,7000.0,0.0,,,10000.0,7208.0,47500.0,42922.0,,7.0,1,87499.5,113,60,140,97,44,,57.0,42,M,M,0,0.0,0.0
728,282,2,2,5.0,1686.0,12500.0,4,8472.0,134,0,,,,,6000.0,1010.0,9610.0,6727.0,,,,,,7.0,1,62499.5,53,33,120,79,28,,,42,M,M,0,6.918695219020472,43.0
759,97,4,1,10.0,900.0,26600.0,3,927.0,98,0,,,,,16600.0,900.0,,,10000.0,0.0,92600.0,90984.0,,1.0,0,62499.5,95,56,140,85,43,,66.0,35,M,M,0,6.803505257608338,40.0
776,121,5,2,92.0,485.0,13376.0,5,16730.0,135,0,,,,,11800.0,485.0,21606.0,16204.0,,,,,,3.0,1,87499.5,94,52,140,98,38,,61.0,35,M,M,0,6.186208623900494,27.0
755,122,3,2,24.0,3199.0,13900.0,7,100956.0,245,0,,,,,12400.0,3199.0,28098.0,18696.0,,,,,,6.0,1,62499.5,88,39,120,98,25,,55.0,42,M,M,0,8.070906088787819,70.0
751,416,0,0,,,,1,14293.0,123,0,,,,,,,14903.0,14293.0,,,,,,1.0,0,42999.5,130,30,160,91,45,,,42,M,U,0,,
766,115,6,4,17.0,839.0,37300.0,6,13916.0,249,0,,,,,30500.0,839.0,15000.0,13077.0,,,138000.0,137000.0,,7.0,1,87499.5,142,65,160,97,40,,44.0,57,M,U,0,6.733401891837359,39.0
765,-36,4,2,27.0,1260.0,6669.0,3,6864.0,349,0,,,,,4499.0,1237.0,9756.0,5604.0,430.0,0.0,,,,13.0,0,42999.5,66,34,120,98,18,,,42,M,U,0,7.121252453244542,48.0
752,168,3,1,14.0,3127.0,4743.0,2,3127.0,186,1,,,,,3900.0,3127.0,,,,,55700.0,52038.0,,3.0,1,62499.5,100,49,140,91,49,,43.0,57,M,U,0,8.048149101665201,70.0
766,210,3,3,28.0,1433.0,21000.0,3,1433.0,189,0,,,,,10000.0,1219.0,,,10000.0,138.0,,,,6.0,1,62499.5,115,51,140,97,45,,57.0,42,M,M,0,7.106606137727303,48.0
722,324,2,2,53.0,8863.0,9600.0,4,21896.0,104,2,,,,,9600.0,8863.0,24438.0,13033.0,,,91150.0,87025.0,,2.0,1,62499.5,79,28,120,99,13,,55.0,42,M,M,0,9.089753408987065,89.0
781,352,5,1,4.0,2207.0,14290.0,1,2207.0,201,0,,,,,,,,,5000.0,2207.0,,,,3.0,0,87499.5,200,101,160,95,59,,52.0,42,M,M,0,,
749,143,1,1,99.0,1576.0,5756.0,7,2037.0,142,0,,,46050.0,44275.0,5756.0,1576.0,,,,,307000.0,302000.0,,5.0,1,87499.5,153,38,120,99,34,,56.0,42,M,M,0,7.3632795869630385,54.0
747,235,6,2,5.0,126.0,7294.0,3,6084.0,116,0,,,,,500.0,41.0,9589.0,5958.0,3100.0,85.0,,,,6.0,0,42999.5,91,40,140,90,48,,53.0,42,F,U,0,3.7376696182833684,4.0
725,401,5,5,7.0,4079.0,15037.0,6,4079.0,228,1,,,,,2200.0,54.0,30000.0,28262.0,5817.0,2821.0,30000.0,28262.0,,10.0,1,42999.5,91,46,140,99,34,,,42,M,U,0,4.007333185232471,6.0
721,209,4,2,2.0,3569.0,15949.0,5,14206.0,134,0,,,,,5000.0,1727.0,16046.0,10558.0,10000.0,1842.0,48400.0,46446.0,,4.0,1,87499.5,91,37,120,99,26,,55.0,42,M,M,0,7.454719949364001,56.0
721,175,3,2,3.0,2502.0,4210.0,2,2502.0,83,2,,,,,1280.0,1280.0,,,,,,,,1.0,0,62499.5,105,57,150,93,48,,,57,F,U,0,7.155396301896734,49.0
729,297,3,2,99.0,2502.0,17524.0,6,47169.0,184,0,,,,,,,46977.0,44667.0,5900.0,2460.0,75000.0,58045.0,,9.0,1,62499.5,81,31,120,96,42,,54.0,42,M,U,0,,
753,158,2,2,2.0,1675.0,11200.0,4,6661.0,46,0,,,,,6200.0,1259.0,9940.0,4986.0,5000.0,416.0,58364.0,56782.0,,1.0,0,62499.5,160,45,150,84,44,,64.0,35,F,U,0,7.138866999945524,48.0
769,40,2,2,94.0,1726.0,8100.0,5,1937.0,208,0,,,,,5000.0,1236.0,26257.0,927.0,,,86600.0,85355.0,,5.0,1,87499.5,105,57,150,93,48,,48.0,42,M,M,0,7.1204443723924875,48.0
698,288,2,2,2.0,604.0,4000.0,3,604.0,171,1,,,,,,,21162.0,0.0,1000.0,589.0,98100.0,96100.0,,0.0,0,62499.5,108,55,140,99,36,,59.0,35,M,M,0,,
763,-5,8,5,14.0,1089.0,18923.0,5,1089.0,182,0,,,,,6872.0,510.0,,,9700.0,448.0,,,,,0,87499.5,103,40,140,94,39,,,42,F,U,0,6.236369590203704,28.0
778,-16,2,1,8.0,910.0,12000.0,1,910.0,238,0,,,,,7500.0,910.0,,,,,,,,9.0,1,62499.5,69,31,120,98,28,,,42,M,M,0,6.814542897259958,41.0
760,212,3,1,25.0,1859.0,13608.0,4,3445.0,285,0,,,,,10800.0,1859.0,9050.0,1543.0,,,36000.0,16894.0,,12.0,0,62499.5,92,57,140,95,40,,45.0,42,M,M,0,7.528331766707247,58.0
710,269,5,3,33.0,13005.0,15491.0,5,13087.0,104,2,,,,,15491.0,13005.0,,,,,92000.0,83149.0,,10.0,0,62499.5,153,64,140,97,57,,53.0,42,F,U,0,9.473166068429098,91.0
741,317,4,2,6.0,10888.0,22588.0,3,10888.0,260,2,,,,,18571.0,10888.0,,,4017.0,0.0,83450.0,77259.0,,10.0,0,87499.5,127,73,160,92,50,,49.0,42,M,U,0,9.29550838434606,90.0
774,212,5,4,18.0,602.0,15586.0,5,602.0,188,1,,,,,13700.0,239.0,,,,,202000.0,198000.0,,4.0,0,87499.5,155,44,140,86,30,,35.0,57,M,M,0,5.480638923341991,17.0
761,-83,2,1,5.0,1393.0,9740.0,1,1393.0,235,0,,,,,6500.0,1393.0,,,,,,,,4.0,0,62499.5,88,36,120,99,23,,30.0,57,M,U,0,7.2399325913204695,51.0
768,116,1,0,99.0,0.0,5000.0,1,6803.0,258,0,,,,,5000.0,0.0,8055.0,6803.0,,,,,,2.0,0,62499.5,100,50,120,99,31,,,42,M,U,0,0.0,0.0
731,177,1,1,38.0,6094.0,7500.0,4,7613.0,109,1,,,,,7500.0,6094.0,7700.0,1469.0,,,87192.0,84519.0,,3.0,1,62499.5,74,32,120,97,20,,,42,M,M,0,8.715224041915372,84.0
780,-97,5,3,20.0,4471.0,15052.0,3,4471.0,207,1,,,,,11500.0,4396.0,,,,,,,,6.0,0,62499.5,70,31,120,97,24,,32.0,57,M,M,0,8.388677769180811,78.0
789,43,3,2,55.0,206.0,12900.0,3,206.0,117,0,,,,,4900.0,127.0,,,3000.0,0.0,,,,3.0,1,87499.5,156,66,150,90,44,,56.0,42,M,U,0,4.852030263919617,11.0
762,133,1,1,5.0,47.0,800.0,5,25539.0,138,0,,,,,,,47436.0,25492.0,,,89100.0,87878.0,,0.0,0,42999.5,45,21,100,64,8,,63.0,35,M,U,0,,
750,-3,3,2,20.0,719.0,10550.0,3,719.0,204,0,,,,,6000.0,624.0,,,3100.0,0.0,91750.0,83104.0,,6.0,1,87499.5,98,49,140,94,36,,55.0,42,M,U,0,6.437751649736401,32.0
745,263,3,2,27.0,2605.0,8404.0,3,2605.0,150,1,,,,,4700.0,2512.0,,,,,101000.0,99338.0,,3.0,0,42999.5,91,37,120,99,26,,60.0,35,M,M,0,7.829232537543592,65.0
772,144,1,1,99.0,370.0,9500.0,3,9619.0,202,0,,,,,,,23015.0,9249.0,9500.0,370.0,40000.0,38661.0,,12.0,1,62499.5,114,39,140,96,34,,60.0,35,M,U,0,,
748,315,2,2,11.0,178.0,11023.0,2,178.0,35,0,,,,,9000.0,24.0,,,2023.0,154.0,,,,1.0,0,42999.5,56,31,150,65,37,,51.0,42,M,M,0,3.2188758248682006,3.0
789,-86,3,3,45.0,1214.0,10131.0,5,6255.0,240,0,,,,,5000.0,700.0,23215.0,5546.0,,,13200.0,505.0,,15.0,0,42999.5,43,27,120,97,25,,,57,M,M,0,6.55250788703459,35.0
708,298,5,4,24.0,18840.0,45651.0,9,54231.0,158,1,,,,,11000.0,22.0,13000.0,12647.0,10000.0,1653.0,191000.0,186000.0,,3.0,0,87499.5,214,77,160,98,45,,48.0,42,M,M,0,3.1354942159291497,3.0
763,144,2,2,9.0,1242.0,1918.0,6,17977.0,247,2,,,,,,,18131.0,16705.0,1588.0,904.0,14900.0,3630.0,,15.0,0,62499.5,114,39,140,96,34,,,42,M,U,0,,
759,277,1,1,46.0,991.0,3896.0,2,991.0,126,0,,,,,,,514.0,0.0,3896.0,991.0,121000.0,115000.0,,3.0,1,87499.5,122,53,130,98,43,,55.0,42,M,U,0,,
761,60,1,1,99.0,946.0,10000.0,4,11771.0,57,0,,,,,10000.0,946.0,16385.0,10825.0,,,87000.0,85885.0,,1.0,0,62499.5,113,56,160,86,38,,41.0,57,M,M,0,6.853299093186078,41.0
750,110,2,2,4.0,1589.0,10500.0,3,1589.0,103,0,,,,,,,,,,,80750.0,74737.0,,3.0,0,62499.5,133,59,160,95,48,,62.0,35,M,U,0,,
714,351,2,2,38.0,8207.0,12600.0,3,29334.0,66,2,,,,,12600.0,8207.0,27558.0,21127.0,,,,,,3.0,0,62499.5,122,55,140,97,40,,68.0,35,M,M,0,9.012864567410551,88.0
728,312,3,2,31.0,675.0,8596.0,4,1059.0,86,0,,,,,7096.0,675.0,,,,,,,,2.0,1,87499.5,90,48,140,93,46,,,42,M,M,0,6.516193076042964,34.0
743,37,3,2,42.0,10253.0,20659.0,3,10253.0,185,1,,,,,8000.0,52.0,,,12639.0,10201.0,27000.0,20679.0,,15.0,1,87499.5,161,72,150,96,53,,50.0,42,M,M,0,3.970291913552122,5.0
678,166,1,1,9.0,704.0,1857.0,3,77207.0,112,0,,,,,1857.0,704.0,8056.0,1779.0,,,,,,4.0,1,87499.5,96,51,140,99,46,,63.0,35,M,M,0,6.558197802812269,35.0
760,334,2,1,7.0,1068.0,9340.0,2,1068.0,150,1,,,,,,,,,9340.0,1068.0,46000.0,40755.0,,12.0,1,62499.5,103,48,140,91,44,,42.0,57,M,M,0,,
735,99,5,4,22.0,6241.0,27700.0,4,6241.0,130,1,,,,,24100.0,6221.0,,,,,,,,2.0,1,87499.5,133,53,140,90,38,,,42,M,U,0,8.735846677457582,84.0
723,216,7,4,26.0,5621.0,34876.0,6,15988.0,183,1,,,,,14000.0,5511.0,13429.0,10357.0,750.0,0.0,,,,4.0,1,62499.5,91,37,120,99,26,,57.0,42,M,M,0,8.614682812693495,82.0
734,-121,5,5,99.0,2186.0,4526.0,5,2186.0,249,3,,,,,1937.0,1512.0,,,,,,,,15.0,0,62499.5,45,30,120,93,26,,,57,M,U,0,7.321849713788356,53.0
759,-61,4,2,37.0,2703.0,15250.0,3,2703.0,225,0,,,,,9500.0,2514.0,,,2000.0,0.0,66400.0,59618.0,,7.0,0,87499.5,103,48,140,91,44,,47.0,42,M,U,0,7.83002808253384,65.0
735,256,5,2,13.0,13437.0,25607.0,3,18063.0,173,2,,,,,8800.0,7703.0,5941.0,4626.0,9457.0,5734.0,,,,14.0,0,62499.5,57,27,120,99,1,,36.0,57,F,U,0,8.949494953477961,87.0
760,239,0,0,,,,2,50.0,145,0,,,,,,,,,,,191000.0,182000.0,,5.0,0,87499.5,237,48,160,87,44,,46.0,42,M,M,0,,
739,209,1,1,60.0,1771.0,9000.0,4,17716.0,87,0,,,,,9000.0,1771.0,19401.0,15945.0,,,76000.0,74072.0,,6.0,0,62499.5,61,28,120,90,15,,59.0,35,M,M,0,7.4798641311650265,57.0
719,286,3,2,13.0,4455.0,12136.0,6,4455.0,238,1,,,,,6500.0,4290.0,13950.0,9716.0,,,32850.0,27299.0,,15.0,0,62499.5,56,21,120,98,23,,43.0,57,M,M,0,8.364275084991524,77.0
765,125,3,1,13.0,1189.0,4090.0,4,14722.0,149,1,,,,,2000.0,1189.0,28679.0,13533.0,,,91800.0,90521.0,,1.0,1,62499.5,57,26,120,95,14,,65.0,35,M,U,0,7.081708586105575,47.0
740,167,5,3,9.0,7318.0,20212.0,4,7318.0,263,1,,,,,5000.0,20.0,,,8712.0,7298.0,93750.0,84778.0,,7.0,1,87499.5,103,48,140,91,44,,52.0,42,M,U,0,3.044522437723423,2.0
725,294,0,0,,,,4,3169.0,178,0,,,,,,,5000.0,3169.0,,,15390.0,12054.0,,5.0,0,87499.5,84,38,120,98,27,,56.0,42,M,M,0,,
709,251,2,2,5.0,3399.0,5620.0,5,25058.0,120,2,,,,,5000.0,3027.0,30299.0,21659.0,620.0,372.0,78750.0,77716.0,,3.0,0,62499.5,0,0,0,0,0,,65.0,35,M,M,0,8.01565761455734,69.0
778,118,7,4,15.0,648.0,33456.0,7,44752.0,219,0,,,,,21000.0,323.0,,,,,,,,10.0,0,87499.5,144,61,140,95,53,,,57,M,M,0,5.780743515792329,21.0
777,-133,3,3,56.0,13487.0,29383.0,4,13487.0,179,1,,,,,7500.0,734.0,,,,,35500.0,22397.0,,15.0,0,87499.5,61,28,120,90,15,,48.0,42,M,M,0,6.5998704992128365,36.0
